Year,Indicator Name,Indicator Code,Value
2002,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,80000.0
2001,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,30000.0
1998,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,80000.0
1997,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,110000.0
1996,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,100000.0
1995,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,100000.0
1994,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,20000.0
1993,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,30000.0
1992,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,20000.0
1990,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,20000.0
1988,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,10000.0
1987,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,10000.0
1985,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,30000.0
1983,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,10000.0
2009,"Net bilateral aid flows from DAC donors, Iceland (current US$)",DC.DAC.ISLL.CD,889999.99
2008,"Net bilateral aid flows from DAC donors, Iceland (current US$)",DC.DAC.ISLL.CD,2390000.1
2007,"Net bilateral aid flows from DAC donors, Iceland (current US$)",DC.DAC.ISLL.CD,3819999.93
2006,"Net bilateral aid flows from DAC donors, Iceland (current US$)",DC.DAC.ISLL.CD,1980000.02
2005,"Net bilateral aid flows from DAC donors, Iceland (current US$)",DC.DAC.ISLL.CD,1130000.0
2022,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,1820000.05
2021,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,1779999.97
2020,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,1289999.96
2019,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,1419999.96
2018,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,2660000.09
2017,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,2759999.99
2016,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,2329999.92
2015,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,1210000.04
2014,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,3339999.91
2013,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,720000.03
2012,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,839999.97
2011,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,2160000.09
2010,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,720000.03
2009,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,3829999.92
2008,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,3480000.02
2007,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,850000.02
2006,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,2460000.04
2005,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,20819999.69
2004,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,-1179999.95
2003,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,-1090000.03
2002,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,40000.0
2001,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,170000.0
2000,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,20000.0
1998,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,280000.0
1997,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,470000.0
1996,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,10000.0
1995,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,349999.99
1994,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,5420000.08
1993,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,6929999.83
1992,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,5150000.1
1991,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,2170000.08
1990,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,4780000.21
1989,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,5099999.9
1988,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,4070000.17
1987,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,3650000.1
1986,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,110000.0
1985,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,239999.99
1984,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,160000.0
1983,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,680000.01
1982,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,-319999.99
1981,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,180000.01
1980,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,80000.0
1979,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,80000.0
1978,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,-80000.0
1977,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,790000.02
1976,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,-200000.0
1975,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,1120000.0
1974,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,-270000.01
1973,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,-310000.0
1972,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,-319999.99
1971,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,-140000.0
1970,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,4010000.23
1969,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,10000.0
1968,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,10000.0
1967,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,10000.0
1965,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,740000.01
2022,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,37810001.37
2021,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,-28729999.54
2020,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,83790000.92
2019,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,32680000.31
2018,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,8310000.42
2017,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,31579999.92
2016,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,-3599999.9
2015,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,33430000.31
2014,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,133490005.49
2013,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,105000000.0
2012,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,182210006.71
2011,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,171800003.05
2010,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,155429992.68
2009,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,91620002.75
2008,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,96690002.44
2007,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,44159999.85
2006,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,202630004.88
2005,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,312910003.66
2004,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,179529998.78
2003,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,172259994.51
2002,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,118940002.44
2001,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,184720001.22
2000,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,163679992.68
1999,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,136029998.78
1998,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,197850006.1
1997,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,134559997.56
1996,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,173940002.44
1995,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,263700012.21
1994,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,213750000.0
1993,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,147199996.95
1992,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,96050003.05
1991,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,256130004.88
1990,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,176070007.32
1989,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,185240005.49
1988,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,199830001.83
1987,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,118250000.0
1986,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,126900001.53
1985,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,83739997.86
1984,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,63770000.46
1983,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,73080001.83
1982,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,61610000.61
1981,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,49069999.69
1980,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,44779998.78
1979,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,40029998.78
1978,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,39459999.08
1977,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,18569999.69
1976,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,10909999.85
1975,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,16079999.92
1974,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,10500000.0
1973,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,3819999.93
1972,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,4789999.96
1971,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,7409999.85
1970,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,3220000.03
1969,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,3220000.03
1968,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,5099999.9
1967,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,2400000.1
1966,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,6929999.83
1965,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,130000.0
1964,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,220000.0
1963,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,170000.0
1962,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,120000.0
1961,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,100000.0
1960,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,100000.0
2022,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,17790000.92
2021,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,8420000.08
2020,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,8909999.85
2019,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,30149999.62
2018,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,22420000.08
2017,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,11770000.46
2016,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,30219999.31
2015,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,27459999.08
2014,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,44779998.78
2013,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,44930000.31
2012,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,51490001.68
2011,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,43360000.61
2010,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,43470001.22
2009,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,15500000.0
2008,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,20299999.24
2007,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,33259998.32
2006,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,22649999.62
2005,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,33209999.08
2004,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,5369999.89
2003,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,17149999.62
2002,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,10930000.31
2001,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,10850000.38
2000,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,10260000.23
1999,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,11109999.66
1998,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,16629999.16
1997,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,1669999.96
1996,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,1620000.0
1995,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,2420000.08
1994,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,6500000.0
1993,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,4329999.92
1992,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,2470000.03
1991,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,730000.02
1990,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,140000.0
1989,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,40000.0
1988,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,30000.0
2022,"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",DC.DAC.LUXL.CD,759999.99
2021,"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",DC.DAC.LUXL.CD,90000.0
2020,"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",DC.DAC.LUXL.CD,80000.0
2019,"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",DC.DAC.LUXL.CD,160000.0
2018,"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",DC.DAC.LUXL.CD,220000.0
2017,"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",DC.DAC.LUXL.CD,310000.0
2016,"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",DC.DAC.LUXL.CD,130000.0
2015,"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",DC.DAC.LUXL.CD,289999.99
2014,"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",DC.DAC.LUXL.CD,80000.0
2013,"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",DC.DAC.LUXL.CD,190000.0
2012,"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",DC.DAC.LUXL.CD,500000.0
2011,"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",DC.DAC.LUXL.CD,410000.0
2010,"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",DC.DAC.LUXL.CD,720000.03
2009,"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",DC.DAC.LUXL.CD,1200000.05
2008,"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",DC.DAC.LUXL.CD,460000.01
2007,"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",DC.DAC.LUXL.CD,500000.0
2006,"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",DC.DAC.LUXL.CD,1039999.96
2005,"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",DC.DAC.LUXL.CD,20000.0
2004,"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",DC.DAC.LUXL.CD,110000.0
1999,"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",DC.DAC.LUXL.CD,70000.0
1998,"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",DC.DAC.LUXL.CD,100000.0
1997,"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",DC.DAC.LUXL.CD,140000.0
