Year,Indicator Name,Indicator Code,Value
2015,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,-529999.97
2014,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,-20000.0
2013,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,-440000.0
2012,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,819999.99
2011,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,1289999.96
2010,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,-2119999.89
2009,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,36299999.24
2008,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,21120000.84
2007,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,8810000.42
2006,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,38180000.31
2005,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,23879999.16
2004,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,12409999.85
2003,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,1049999.95
2002,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,209999.99
2001,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,-529999.97
2000,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,-569999.99
1999,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,1429999.95
1998,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,730000.02
1997,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,1460000.04
1996,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,-829999.98
1995,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,500000.0
1994,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,400000.01
1993,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,680000.01
1992,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,1559999.94
1991,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,4179999.83
1990,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,6420000.08
1989,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,9100000.38
1988,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,7699999.81
1987,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,4579999.92
1986,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,3420000.08
1985,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,3039999.96
1984,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,1759999.99
1983,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,2420000.08
1982,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,690000.0
1981,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,2920000.08
1980,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,5230000.02
1979,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,20000.0
1978,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,1990000.01
1977,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,889999.99
1976,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,709999.98
1975,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,160000.0
1974,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,400000.01
1973,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,1750000.0
1972,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,589999.97
1971,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,380000.0
1970,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,400000.01
1969,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,1870000.0
1966,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,10000.0
2022,"Net bilateral aid flows from DAC donors, Spain (current US$)",DC.DAC.ESPL.CD,40000.0
2021,"Net bilateral aid flows from DAC donors, Spain (current US$)",DC.DAC.ESPL.CD,-1370000.0
2020,"Net bilateral aid flows from DAC donors, Spain (current US$)",DC.DAC.ESPL.CD,-1360000.01
2019,"Net bilateral aid flows from DAC donors, Spain (current US$)",DC.DAC.ESPL.CD,-1340000.03
2018,"Net bilateral aid flows from DAC donors, Spain (current US$)",DC.DAC.ESPL.CD,-1320000.05
2017,"Net bilateral aid flows from DAC donors, Spain (current US$)",DC.DAC.ESPL.CD,-1299999.95
2016,"Net bilateral aid flows from DAC donors, Spain (current US$)",DC.DAC.ESPL.CD,-1139999.99
2015,"Net bilateral aid flows from DAC donors, Spain (current US$)",DC.DAC.ESPL.CD,-1340000.03
2014,"Net bilateral aid flows from DAC donors, Spain (current US$)",DC.DAC.ESPL.CD,30000.0
2013,"Net bilateral aid flows from DAC donors, Spain (current US$)",DC.DAC.ESPL.CD,-1480000.02
2012,"Net bilateral aid flows from DAC donors, Spain (current US$)",DC.DAC.ESPL.CD,410000.0
2011,"Net bilateral aid flows from DAC donors, Spain (current US$)",DC.DAC.ESPL.CD,-610000.01
2010,"Net bilateral aid flows from DAC donors, Spain (current US$)",DC.DAC.ESPL.CD,-730000.02
2009,"Net bilateral aid flows from DAC donors, Spain (current US$)",DC.DAC.ESPL.CD,18620000.84
2008,"Net bilateral aid flows from DAC donors, Spain (current US$)",DC.DAC.ESPL.CD,26030000.69
2007,"Net bilateral aid flows from DAC donors, Spain (current US$)",DC.DAC.ESPL.CD,14739999.77
2006,"Net bilateral aid flows from DAC donors, Spain (current US$)",DC.DAC.ESPL.CD,7150000.1
2005,"Net bilateral aid flows from DAC donors, Spain (current US$)",DC.DAC.ESPL.CD,3529999.97
2004,"Net bilateral aid flows from DAC donors, Spain (current US$)",DC.DAC.ESPL.CD,600000.02
1995,"Net bilateral aid flows from DAC donors, Spain (current US$)",DC.DAC.ESPL.CD,10000.0
2022,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,190000.0
2021,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,170000.0
2020,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,460000.01
2019,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,319999.99
2018,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,400000.01
2017,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,610000.01
2016,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,740000.01
2015,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,1240000.01
2014,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,1590000.03
2013,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,1529999.97
2012,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,2259999.99
2011,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,2920000.08
2010,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,3170000.08
2009,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,5639999.87
2008,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,6019999.98
2007,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,5230000.02
2006,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,4619999.89
2005,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,4760000.23
2004,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,540000.02
2003,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,959999.98
2002,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,419999.99
2001,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,620000.0
2000,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,839999.97
1999,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,2660000.09
1998,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,589999.97
1997,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,720000.03
1996,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,690000.0
1995,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,1630000.0
1994,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,5099999.9
1993,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,6269999.98
1992,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,9569999.69
1991,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,13550000.19
1990,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,13609999.66
1989,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,19450000.76
1988,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,15199999.81
1987,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,14029999.73
1986,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,10260000.23
1985,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,5960000.04
1984,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,5329999.92
1983,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,4650000.1
1982,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,3380000.11
1981,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,2140000.1
1980,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,389999.99
1979,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,160000.0
1978,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,60000.0
1976,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,20000.0
1975,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,70000.0
1974,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,30000.0
2022,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,25969999.31
2021,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,13850000.38
2020,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,1769999.98
2019,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,34770000.46
2018,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,5489999.77
2017,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,1669999.96
2016,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,-5739999.77
2015,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,6300000.19
2014,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,10420000.08
2013,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,13670000.08
2012,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,18420000.08
2011,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,11539999.96
2010,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,45130001.07
2009,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,12689999.58
2008,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,19610000.61
2007,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,6539999.96
2006,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,-699999.99
2005,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,8260000.23
2004,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,4659999.85
2003,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,-1320000.05
2002,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,-2519999.98
2001,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,759999.99
2000,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,200000.0
1999,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,-730000.02
1998,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,389999.99
1997,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,1559999.94
1996,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,-1580000.04
1995,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,899999.98
1994,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,-170000.0
1993,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,1429999.95
1992,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,9180000.31
1991,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,2180000.07
1990,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,10949999.81
1989,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,1269999.98
1988,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,12619999.89
1987,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,7130000.11
1986,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,8829999.92
1985,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,3359999.9
1984,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,2910000.09
1983,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,5050000.19
1982,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,1970000.03
1981,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,17229999.54
1980,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,6449999.81
1979,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,6199999.81
1978,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,2890000.1
1977,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,699999.99
1976,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,6340000.15
1975,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,4530000.21
1974,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,3609999.9
1973,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,2099999.9
1972,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,1580000.04
2022,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,5650000.1
2021,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,11810000.42
2020,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,12390000.34
2019,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,11350000.38
2018,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,11260000.23
2017,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,7320000.17
2016,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,7409999.85
2015,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,37610000.61
2014,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,8619999.89
2013,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,14470000.27
2012,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,8649999.62
2011,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,4219999.79
2010,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,-8500000.0
2009,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,18149999.62
2008,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,1750000.0
2007,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,11500000.0
2006,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,6860000.13
2005,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,13720000.27
2004,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,16819999.69
2003,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,9270000.46
2002,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,7679999.83
2001,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,15020000.46
2000,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,9880000.11
1999,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,9319999.69
1998,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,13600000.38
1997,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,17440000.53
1996,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,12100000.38
1995,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,13550000.19
1994,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,12369999.89
1993,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,11720000.27
1992,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,16260000.23
1991,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,20559999.47
1990,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,21329999.92
1989,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,30899999.62
1988,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,30409999.85
1987,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,16290000.92
1986,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,17299999.24
1985,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,12260000.23
1984,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,28389999.39
1983,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,42299999.24
1982,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,55479999.54
1981,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,50400001.53
1980,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,73250000.0
1979,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,25979999.54
1978,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,14869999.89
1977,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,5090000.15
1976,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,8090000.15
1975,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,4139999.87
1974,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,2079999.92
1973,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,3950000.05
1972,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,8300000.19
1971,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,13829999.92
1970,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,10319999.69
1969,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,10189999.58
1968,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,8640000.34
1967,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,11020000.46
1966,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,6579999.92
1965,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,-250000.0
1964,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,1380000.0
1963,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,2039999.96
1962,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,2079999.92
2016,"Net bilateral aid flows from DAC donors, Greece (current US$)",DC.DAC.GRCL.CD,0.0
2015,"Net bilateral aid flows from DAC donors, Greece (current US$)",DC.DAC.GRCL.CD,0.0
2014,"Net bilateral aid flows from DAC donors, Greece (current US$)",DC.DAC.GRCL.CD,10000.0
2013,"Net bilateral aid flows from DAC donors, Greece (current US$)",DC.DAC.GRCL.CD,10000.0
2012,"Net bilateral aid flows from DAC donors, Greece (current US$)",DC.DAC.GRCL.CD,10000.0
2011,"Net bilateral aid flows from DAC donors, Greece (current US$)",DC.DAC.GRCL.CD,10000.0
2010,"Net bilateral aid flows from DAC donors, Greece (current US$)",DC.DAC.GRCL.CD,200000.0
2009,"Net bilateral aid flows from DAC donors, Greece (current US$)",DC.DAC.GRCL.CD,30000.0
2008,"Net bilateral aid flows from DAC donors, Greece (current US$)",DC.DAC.GRCL.CD,1840000.03
2007,"Net bilateral aid flows from DAC donors, Greece (current US$)",DC.DAC.GRCL.CD,3980000.02
2006,"Net bilateral aid flows from DAC donors, Greece (current US$)",DC.DAC.GRCL.CD,2450000.05
2005,"Net bilateral aid flows from DAC donors, Greece (current US$)",DC.DAC.GRCL.CD,4619999.89
2004,"Net bilateral aid flows from DAC donors, Greece (current US$)",DC.DAC.GRCL.CD,160000.0
1998,"Net bilateral aid flows from DAC donors, Greece (current US$)",DC.DAC.GRCL.CD,10000.0
1997,"Net bilateral aid flows from DAC donors, Greece (current US$)",DC.DAC.GRCL.CD,10000.0
2021,"Net bilateral aid flows from DAC donors, Hungary (current US$)",DC.DAC.HUNL.CD,5230000.02
2020,"Net bilateral aid flows from DAC donors, Hungary (current US$)",DC.DAC.HUNL.CD,80000.0
2019,"Net bilateral aid flows from DAC donors, Hungary (current US$)",DC.DAC.HUNL.CD,190000.0
2018,"Net bilateral aid flows from DAC donors, Hungary (current US$)",DC.DAC.HUNL.CD,509999.99
2017,"Net bilateral aid flows from DAC donors, Hungary (current US$)",DC.DAC.HUNL.CD,1159999.97
2016,"Net bilateral aid flows from DAC donors, Hungary (current US$)",DC.DAC.HUNL.CD,2059999.94
2015,"Net bilateral aid flows from DAC donors, Hungary (current US$)",DC.DAC.HUNL.CD,3630000.11
2014,"Net bilateral aid flows from DAC donors, Hungary (current US$)",DC.DAC.HUNL.CD,1029999.97
2013,"Net bilateral aid flows from DAC donors, Hungary (current US$)",DC.DAC.HUNL.CD,1019999.98
2012,"Net bilateral aid flows from DAC donors, Hungary (current US$)",DC.DAC.HUNL.CD,90000.0
2011,"Net bilateral aid flows from DAC donors, Hungary (current US$)",DC.DAC.HUNL.CD,50000.0
2010,"Net bilateral aid flows from DAC donors, Hungary (current US$)",DC.DAC.HUNL.CD,50000.0
2022,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,30000.0
2021,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,30000.0
2020,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,110000.0
2019,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,150000.01
2018,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,120000.0
2017,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,10000.0
2016,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,20000.0
2013,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,250000.0
2012,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,160000.0
2011,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,180000.01
2010,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,239999.99
2009,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,280000.0
2008,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,500000.0
2007,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,1039999.96
2006,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,380000.0
2005,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,5030000.21
2004,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,60000.0
2003,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,389999.99
